scenario_id,step,F_lateral_kN,M_base_kNm,N_cycles,freq_Hz
72,2,197.06,1923.1,86,0.194
72,3,310.98,3034.9,129,0.194
72,4,384.82,3755.5,171,0.194
72,5,515.69,5032.7,214,0.194
72,6,628.03,6128.9,257,0.194
72,7,723.21,7057.8,300,0.194
72,8,833.06,8129.9,343,0.194
72,9,934.76,9122.4,386,0.194
72,10,971.01,9476.2,428,0.194
72,11,1145.69,11180.9,471,0.194
72,12,1208.87,11797.5,514,0.194
72,13,1298.54,12672.6,557,0.194
72,14,1400.7,13669.5,600,0.194
72,15,1549.26,15119.3,643,0.194
72,16,1631.99,15926.7,685,0.194
72,17,1690.63,16498.9,728,0.194
72,18,1857.84,18130.8,771,0.194
72,19,1902.73,18568.9,814,0.194
72,20,2052.53,20030.8,857,0.194
72,21,2157.91,21059.2,900,0.194
72,22,2279.74,22248.1,943,0.194
72,23,2409.04,23509.9,985,0.194
72,24,2417.06,23588.3,1028,0.194
72,25,2558.85,24971.9,1071,0.194
72,26,2654.55,25905.9,1114,0.194
72,27,2778.27,27113.3,1157,0.194
72,28,2874.14,28048.9,1200,0.194
72,29,2959.51,28882.1,1242,0.194
73,0,0.0,0.0,0,0.268
73,1,127.18,692.6,142,0.268
73,2,350.98,1911.4,285,0.268
73,3,495.8,2700.0,427,0.268
73,4,670.23,3649.9,569,0.268
73,5,794.06,4324.2,712,0.268
73,6,944.34,5142.6,854,0.268
73,7,1092.37,5948.7,996,0.268
73,8,1296.16,7058.5,1139,0.268
73,9,1414.87,7705.0,1281,0.268
73,10,1662.2,9051.8,1423,0.268
73,11,1728.18,9411.2,1566,0.268
73,12,1936.3,10544.5,1708,0.268
73,13,2135.77,11630.7,1850,0.268
73,14,2267.41,12347.6,1993,0.268
73,15,2415.38,13153.4,2135,0.268
73,16,2541.73,13841.5,2277,0.268
73,17,2690.0,14649.0,2420,0.268
73,18,2915.23,15875.5,2562,0.268
73,19,3097.99,16870.7,2704,0.268
73,20,3200.31,17427.9,2846,0.268
73,21,3339.98,18188.5,2989,0.268
73,22,3461.08,18848.0,3131,0.268
73,23,3666.08,19964.4,3273,0.268
73,24,3852.77,20981.0,3416,0.268
73,25,4064.82,22135.8,3558,0.268
73,26,4197.72,22859.5,3700,0.268
73,27,4347.35,23674.4,3843,0.268
73,28,4486.87,24434.1,3985,0.268
73,29,4642.05,25279.2,4127,0.268
74,0,42.17,620.1,0,0.296
74,1,107.98,1587.9,293,0.296
74,2,140.84,2071.1,586,0.296
74,3,285.67,4201.0,879,0.296
74,4,382.09,5618.9,1172,0.296
74,5,493.4,7255.8,1465,0.296
74,6,628.64,9244.6,1758,0.296
74,7,710.48,10448.2,2050,0.296
74,8,813.36,11961.0,2343,0.296
74,9,957.03,14073.8,2636,0.296
74,10,998.69,14686.4,2929,0.296
74,11,1177.47,17315.5,3222,0.296
74,12,1203.36,17696.3,3515,0.296
74,13,1328.13,19531.2,3808,0.296
74,14,1418.98,20867.1,4101,0.296
74,15,1533.07,22545.0,4394,0.296
74,16,1644.67,24186.0,4687,0.296
74,17,1746.3,25680.7,4980,0.296
74,18,1812.65,26656.4,5273,0.296
74,19,1903.52,27992.6,5566,0.296
74,20,2114.26,31091.7,5859,0.296
74,21,2126.6,31273.2,6151,0.296
74,22,2264.06,33294.6,6444,0.296
74,23,2296.81,33776.2,6737,0.296
74,24,2438.61,35861.5,7030,0.296
74,25,2545.14,37428.1,7323,0.296
74,26,2665.1,39192.2,7616,0.296
74,27,2671.2,39281.9,7909,0.296
74,28,2859.81,42055.6,8202,0.296
74,29,2922.29,42974.5,8495,0.296
75,0,9.73,118.3,0,0.233
75,1,65.5,796.5,129,0.233
75,2,167.51,2037.1,258,0.233
75,3,281.56,3423.9,387,0.233
75,4,354.78,4314.4,516,0.233
75,5,468.68,5699.4,645,0.233
75,6,543.73,6612.1,774,0.233
75,7,621.12,7553.2,903,0.233
75,8,803.25,9768.0,1032,0.233
75,9,830.41,10098.3,1161,0.233
75,10,960.52,11680.6,1290,0.233
75,11,1085.06,13195.0,1419,0.233
75,12,1140.61,13870.6,1548,0.233
75,13,1230.89,14968.4,1676,0.233
75,14,1359.02,16526.6,1805,0.233
75,15,1482.36,18026.5,1934,0.233
75,16,1510.33,18366.6,2063,0.233
75,17,1637.5,19913.0,2192,0.233
75,18,1686.61,20510.3,2321,0.233
75,19,1823.38,22173.5,2450,0.233
75,20,1932.79,23504.0,2579,0.233
75,21,2002.72,24354.3,2708,0.233
75,22,2111.23,25673.9,2837,0.233
75,23,2179.28,26501.5,2966,0.233
75,24,2320.43,28217.9,3095,0.233
75,25,2446.38,29749.5,3224,0.233
75,26,2478.38,30138.7,3353,0.233
75,27,2589.2,31486.4,3482,0.233
75,28,2719.55,33071.4,3611,0.233
75,29,2837.42,34504.9,3740,0.233
76,0,0.0,0.0,0,0.247
76,1,56.92,468.6,205,0.247
76,2,132.46,1090.4,410,0.247
76,3,182.89,1505.5,616,0.247
76,4,173.63,1429.3,821,0.247
76,5,324.95,2675.0,1026,0.247
76,6,417.48,3436.7,1231,0.247
76,7,437.38,3600.5,1437,0.247
76,8,464.94,3827.3,1642,0.247
76,9,542.46,4465.5,1847,0.247
76,10,672.93,5539.5,2052,0.247
76,11,709.12,5837.4,2258,0.247
76,12,763.0,6281.0,2463,0.247
76,13,816.48,6721.2,2668,0.247
76,14,847.94,6980.2,2873,0.247
76,15,923.74,7604.1,3079,0.247
76,16,989.4,8144.7,3284,0.247
76,17,1070.21,8809.9,3489,0.247
76,18,1160.97,9557.0,3694,0.247
76,19,1211.24,9970.8,3899,0.247
76,20,1197.09,9854.4,4105,0.247
76,21,1308.37,10770.5,4310,0.247
76,22,1385.74,11407.3,4515,0.247
76,23,1444.19,11888.5,4720,0.247
76,24,1468.73,12090.5,4926,0.247
76,25,1637.01,13475.8,5131,0.247
76,26,1573.26,12951.0,5336,0.247
76,27,1641.06,13509.1,5541,0.247
76,28,1742.55,14344.5,5747,0.247
76,29,1861.03,15319.9,5952,0.247
77,0,0.0,0.0,0,0.15
77,1,68.94,564.4,175,0.15
77,2,186.15,1524.0,351,0.15
77,3,230.22,1884.8,526,0.15
77,4,297.63,2436.7,702,0.15
77,5,401.56,3287.6,877,0.15
77,6,469.68,3845.3,1053,0.15
77,7,569.34,4661.2,1228,0.15
77,8,654.09,5355.0,1403,0.15
77,9,701.47,5742.9,1579,0.15
77,10,777.93,6368.9,1754,0.15
77,11,852.52,6979.6,1930,0.15
77,12,937.69,7676.8,2105,0.15
77,13,1001.59,8200.0,2281,0.15
77,14,1076.83,8816.0,2456,0.15
77,15,1189.67,9739.8,2631,0.15
77,16,1276.17,10448.0,2807,0.15
77,17,1262.38,10335.1,2982,0.15
77,18,1384.82,11337.5,3158,0.15
77,19,1440.78,11795.6,3333,0.15
77,20,1529.03,12518.1,3509,0.15
77,21,1627.35,13323.1,3684,0.15
77,22,1712.28,14018.4,3859,0.15
77,23,1765.75,14456.1,4035,0.15
77,24,1788.63,14643.5,4210,0.15
77,25,1894.0,15506.1,4386,0.15
77,26,2026.76,16593.0,4561,0.15
77,27,1994.57,16329.5,4737,0.15
77,28,2189.33,17923.9,4912,0.15
77,29,2246.26,18390.0,5087,0.15
78,0,39.49,374.5,0,0.172
78,1,34.36,326.0,224,0.172
78,2,18.8,178.3,448,0.172
78,3,133.88,1269.9,672,0.172
78,4,199.53,1892.6,896,0.172
78,5,229.35,2175.5,1120,0.172
78,6,222.05,2106.3,1344,0.172
78,7,284.86,2702.0,1568,0.172
78,8,306.59,2908.1,1792,0.172
78,9,338.32,3209.1,2016,0.172
78,10,431.88,4096.6,2240,0.172
78,11,407.62,3866.4,2464,0.172
78,12,457.05,4335.3,2688,0.172
78,13,491.07,4658.0,2912,0.172
78,14,519.8,4930.5,3135,0.172
78,15,609.22,5778.7,3359,0.172
78,16,680.0,6450.1,3583,0.172
78,17,679.93,6449.4,3807,0.172
78,18,680.62,6456.0,4031,0.172
78,19,791.32,7506.0,4255,0.172
78,20,857.01,8129.1,4479,0.172
78,21,827.37,7848.0,4703,0.172
78,22,872.73,8278.2,4927,0.172
78,23,942.88,8943.6,5151,0.172
78,24,1016.38,9640.8,5375,0.172
78,25,992.45,9413.9,5599,0.172
78,26,1008.4,9565.1,5823,0.172
78,27,1107.64,10506.4,6047,0.172
78,28,1152.99,10936.6,6271,0.172
78,29,1169.52,11093.4,6495,0.172
79,0,0.0,0.0,0,0.14
79,1,151.7,1708.5,336,0.14
79,2,259.57,2923.4,671,0.14
79,3,342.55,3857.9,1007,0.14
79,4,488.94,5506.7,1342,0.14
79,5,568.78,6405.9,1678,0.14
79,6,751.78,8466.9,2013,0.14
79,7,845.2,9519.0,2349,0.14
79,8,961.86,10832.9,2685,0.14
79,9,1095.82,12341.6,3020,0.14
79,10,1219.88,13738.8,3356,0.14
79,11,1367.38,15400.1,3691,0.14
79,12,1480.14,16670.0,4027,0.14
79,13,1579.58,17789.9,4362,0.14
79,14,1729.05,19473.3,4698,0.14
79,15,1840.03,20723.2,5034,0.14
79,16,1937.07,21816.2,5369,0.14
79,17,2068.0,23290.7,5705,0.14
79,18,2189.16,24655.3,6040,0.14
79,19,2330.63,26248.6,6376,0.14
79,20,2426.33,27326.4,6711,0.14
79,21,2547.49,28691.0,7047,0.14
79,22,2740.14,30860.6,7383,0.14
79,23,2831.13,31885.5,7718,0.14
79,24,2901.99,32683.5,8054,0.14
79,25,3063.8,34505.9,8389,0.14
79,26,3172.09,35725.5,8725,0.14
79,27,3302.15,37190.3,9061,0.14
79,28,3416.39,38477.0,9396,0.14
79,29,3569.83,40205.0,9732,0.14
80,0,10.37,67.0,0,0.162
80,1,66.9,432.4,22,0.162
80,2,168.79,1091.0,45,0.162
80,3,213.29,1378.6,67,0.162
80,4,278.7,1801.4,90,0.162
80,5,353.24,2283.2,112,0.162
80,6,409.77,2648.7,135,0.162
80,7,481.62,3113.1,157,0.162
80,8,532.51,3442.0,180,0.162
80,9,596.34,3854.6,202,0.162
80,10,657.68,4251.1,225,0.162
80,11,714.64,4619.2,247,0.162
80,12,798.77,5163.0,270,0.162
80,13,888.7,5744.3,292,0.162
80,14,965.78,6242.6,315,0.162
80,15,1023.31,6614.4,337,0.162
80,16,1029.55,6654.7,360,0.162
80,17,1216.22,7861.3,382,0.162
80,18,1270.34,8211.1,405,0.162
80,19,1319.88,8531.4,427,0.162
80,20,1432.5,9259.3,450,0.162
80,21,1414.71,9144.3,472,0.162
80,22,1569.43,10144.4,494,0.162
80,23,1552.61,10035.6,517,0.162
80,24,1657.49,10713.6,539,0.162
80,25,1680.87,10864.7,562,0.162
80,26,1788.29,11559.0,584,0.162
80,27,1868.2,12075.5,607,0.162
80,28,1920.74,12415.1,629,0.162
80,29,2015.56,13028.0,652,0.162
81,0,2.97,20.5,0,0.156
81,1,60.76,418.6,199,0.156
81,2,135.87,936.0,399,0.156
81,3,253.63,1747.4,598,0.156
81,4,286.13,1971.2,798,0.156
81,5,409.64,2822.1,997,0.156
81,6,495.29,3412.2,1196,0.156
81,7,484.99,3341.2,1396,0.156
81,8,645.47,4446.8,1595,0.156
81,9,749.73,5165.1,1794,0.156
81,10,771.91,5317.9,1994,0.156
81,11,858.76,5916.3,2193,0.156
81,12,948.33,6533.3,2393,0.156
81,13,985.39,6788.7,2592,0.156
81,14,1075.56,7409.9,2791,0.156
81,15,1107.1,7627.2,2991,0.156
81,16,1227.12,8454.0,3190,0.156
81,17,1314.34,9054.9,3390,0.156
81,18,1391.32,9585.2,3589,0.156
81,19,1484.23,10225.3,3788,0.156
81,20,1505.46,10371.6,3988,0.156
81,21,1589.16,10948.2,4187,0.156
81,22,1738.44,11976.6,4387,0.156
81,23,1753.5,12080.4,4586,0.156
81,24,1840.45,12679.4,4785,0.156
81,25,1908.87,13150.8,4985,0.156
81,26,1962.66,13521.4,5184,0.156
81,27,2112.46,14553.3,5383,0.156
81,28,2124.35,14635.3,5583,0.156
81,29,2182.8,15038.0,5782,0.156
82,0,0.0,0.0,0,0.23
82,1,80.75,1097.8,298,0.23
82,2,262.07,3562.6,596,0.23
82,3,393.36,5347.5,894,0.23
82,4,581.73,7908.3,1192,0.23
82,5,683.81,9295.9,1490,0.23
82,6,871.45,11846.7,1788,0.23
82,7,1027.57,13969.1,2086,0.23
82,8,1149.85,15631.5,2385,0.23
82,9,1260.76,17139.2,2683,0.23
82,10,1412.25,19198.7,2981,0.23
82,11,1503.07,20433.3,3279,0.23
82,12,1685.61,22914.8,3577,0.23
82,13,1804.61,24532.5,3875,0.23
82,14,1992.06,27080.7,4173,0.23
82,15,2189.21,29760.9,4471,0.23
82,16,2267.83,30829.6,4769,0.23
82,17,2333.9,31727.8,5067,0.23
82,18,2523.6,34306.7,5365,0.23
82,19,2678.91,36418.1,5663,0.23
82,20,2818.66,38317.8,5961,0.23
82,21,2934.92,39898.3,6259,0.23
82,22,3105.0,42210.5,6558,0.23
82,23,3201.17,43517.8,6856,0.23
82,24,3350.9,45553.3,7154,0.23
82,25,3539.42,48116.2,7452,0.23
82,26,3630.38,49352.7,7750,0.23
82,27,3817.8,51900.5,8048,0.23
82,28,3901.37,53036.6,8346,0.23
82,29,4136.2,56229.0,8644,0.23
83,0,0.0,0.0,0,0.241
83,1,72.91,551.4,168,0.241
83,2,169.15,1279.2,336,0.241
83,3,221.89,1678.1,503,0.241
83,4,322.77,2441.0,671,0.241
83,5,415.34,3141.1,839,0.241
83,6,506.52,3830.6,1007,0.241
83,7,581.06,4394.3,1174,0.241
83,8,631.78,4777.9,1342,0.241
83,9,712.15,5385.7,1510,0.241
83,10,866.64,6554.0,1678,0.241
83,11,904.28,6838.7,1846,0.241
83,12,927.75,7016.1,2013,0.241
83,13,1038.02,7850.1,2181,0.241
83,14,1104.58,8353.4,2349,0.241
83,15,1190.19,9000.9,2517,0.241
83,16,1236.98,9354.7,2685,0.241
83,17,1341.13,10142.3,2852,0.241
83,18,1487.45,11248.9,3020,0.241
83,19,1530.09,11571.4,3188,0.241
83,20,1517.6,11476.9,3356,0.241
83,21,1708.45,12920.3,3523,0.241
83,22,1784.26,13493.5,3691,0.241
83,23,1820.41,13766.9,3859,0.241
83,24,1932.32,14613.3,4027,0.241
83,25,1964.64,14857.7,4195,0.241
83,26,2055.93,15548.0,4362,0.241
83,27,2194.61,16596.8,4530,0.241
83,28,2221.12,16797.3,4698,0.241
83,29,2252.79,17036.9,4866,0.241
84,0,0.0,0.0,0,0.336
84,1,65.53,576.8,30,0.336
84,2,171.73,1511.6,61,0.336
84,3,204.1,1796.5,91,0.336
84,4,258.91,2278.9,121,0.336
84,5,370.8,3263.7,151,0.336
84,6,410.96,3617.2,182,0.336
84,7,452.72,3984.8,212,0.336
84,8,577.76,5085.4,242,0.336
84,9,616.81,5429.1,272,0.336
84,10,678.98,5976.3,303,0.336
84,11,752.12,6620.1,333,0.336
84,12,782.55,6888.0,363,0.336
84,13,866.73,7628.9,393,0.336
84,14,950.55,8366.7,424,0.336
84,15,1012.5,8911.9,454,0.336
84,16,1124.4,9896.9,484,0.336
84,17,1160.64,10215.9,514,0.336
84,18,1247.65,10981.8,545,0.336
84,19,1290.17,11356.1,575,0.336
84,20,1389.47,12230.0,605,0.336
84,21,1437.6,12653.7,635,0.336
84,22,1493.96,13149.8,666,0.336
84,23,1561.05,13740.3,696,0.336
84,24,1600.7,14089.3,726,0.336
84,25,1712.43,15072.8,756,0.336
84,26,1763.91,15525.8,787,0.336
84,27,1817.95,16001.5,817,0.336
84,28,1934.09,17023.7,847,0.336
84,29,1931.28,16999.0,877,0.336
85,0,0.0,0.0,0,0.149
85,1,88.63,1215.4,195,0.149
85,2,125.07,1715.0,390,0.149
85,3,171.97,2358.1,584,0.149
85,4,238.73,3273.7,779,0.149
85,5,294.39,4036.9,974,0.149
85,6,301.31,4131.7,1169,0.149
85,7,394.13,5404.6,1364,0.149
85,8,510.9,7005.9,1558,0.149
85,9,500.43,6862.3,1753,0.149
85,10,568.46,7795.2,1948,0.149
85,11,619.56,8495.9,2143,0.149
85,12,691.0,9475.5,2338,0.149
85,13,733.92,10064.0,2532,0.149
85,14,823.82,11296.8,2727,0.149
85,15,872.94,11970.3,2922,0.149
85,16,948.02,13000.0,3117,0.149
85,17,951.09,13042.0,3312,0.149
85,18,1030.21,14127.0,3506,0.149
85,19,1091.45,14966.7,3701,0.149
85,20,1169.69,16039.6,3896,0.149
85,21,1190.03,16318.5,4091,0.149
85,22,1299.09,17814.1,4286,0.149
85,23,1365.02,18718.1,4481,0.149
85,24,1357.56,18615.8,4675,0.149
85,25,1430.3,19613.3,4870,0.149
85,26,1486.87,20389.0,5065,0.149
85,27,1639.6,22483.4,5260,0.149
85,28,1605.53,22016.2,5455,0.149
85,29,1726.56,23675.8,5649,0.149
86,0,0.0,0.0,0,0.26
86,1,111.67,1298.9,117,0.26
86,2,262.12,3048.9,234,0.26
86,3,398.71,4637.6,350,0.26
86,4,557.4,6483.4,467,0.26
86,5,685.54,7973.8,584,0.26
86,6,823.58,9579.4,701,0.26
86,7,1024.27,11913.8,818,0.26
86,8,1167.59,13580.8,934,0.26
86,9,1300.72,15129.3,1051,0.26
86,10,1429.32,16625.1,1168,0.26
86,11,1557.74,18118.8,1285,0.26
86,12,1681.41,19557.2,1402,0.26
86,13,1809.08,21042.3,1519,0.26
86,14,1989.93,23145.8,1635,0.26
86,15,2085.19,24253.8,1752,0.26
86,16,2231.94,25960.7,1869,0.26
86,17,2437.7,28354.1,1986,0.26
86,18,2601.5,30259.2,2103,0.26
86,19,2697.63,31377.5,2219,0.26
86,20,2860.39,33270.6,2336,0.26
86,21,2961.18,34442.9,2453,0.26
86,22,3069.78,35706.1,2570,0.26
86,23,3269.64,38030.7,2687,0.26
86,24,3409.71,39660.0,2803,0.26
86,25,3536.14,41130.6,2920,0.26
86,26,3668.08,42665.2,3037,0.26
86,27,3845.58,44729.8,3154,0.26
86,28,3928.5,45694.3,3271,0.26
86,29,4076.22,47412.5,3388,0.26
87,0,0.0,0.0,0,0.304
87,1,54.92,462.3,56,0.304
87,2,72.11,607.0,113,0.304
87,3,136.59,1149.7,169,0.304
87,4,188.32,1585.1,225,0.304
87,5,254.05,2138.4,282,0.304
87,6,269.62,2269.4,338,0.304
87,7,369.23,3107.8,394,0.304
87,8,456.41,3841.6,451,0.304
87,9,475.42,4001.7,507,0.304
87,10,569.97,4797.5,563,0.304
87,11,616.13,5186.0,620,0.304
87,12,651.81,5486.4,676,0.304
87,13,683.09,5749.7,732,0.304
87,14,733.9,6177.3,789,0.304
87,15,808.51,6805.4,845,0.304
87,16,826.22,6954.4,901,0.304
87,17,833.87,7018.8,958,0.304
87,18,957.48,8059.2,1014,0.304
87,19,961.16,8090.2,1071,0.304
87,20,1018.6,8573.7,1127,0.304
87,21,1099.85,9257.5,1183,0.304
87,22,1149.36,9674.3,1240,0.304
87,23,1162.22,9782.6,1296,0.304
87,24,1261.92,10621.8,1352,0.304
87,25,1338.32,11264.8,1409,0.304
87,26,1327.85,11176.7,1465,0.304
87,27,1452.25,12223.8,1521,0.304
87,28,1419.65,11949.3,1578,0.304
87,29,1582.34,13318.8,1634,0.304
88,0,0.0,0.0,0,0.24
88,1,101.44,1200.7,293,0.24
88,2,137.38,1626.1,587,0.24
88,3,289.34,3425.0,880,0.24
88,4,395.13,4677.2,1173,0.24
88,5,482.76,5714.5,1466,0.24
88,6,565.52,6694.1,1760,0.24
88,7,651.09,7706.9,2053,0.24
88,8,810.47,9593.5,2346,0.24
88,9,874.55,10352.0,2640,0.24
88,10,1016.92,12037.2,2933,0.24
88,11,1051.97,12452.2,3226,0.24
88,12,1151.79,13633.7,3519,0.24
88,13,1286.37,15226.8,3813,0.24
88,14,1310.28,15509.8,4106,0.24
88,15,1419.64,16804.3,4399,0.24
88,16,1586.04,18773.9,4693,0.24
88,17,1615.02,19117.0,4986,0.24
88,18,1692.68,20036.2,5279,0.24
88,19,1900.38,22494.7,5573,0.24
88,20,1899.58,22485.3,5866,0.24
88,21,2043.98,24194.6,6159,0.24
88,22,2137.6,25302.8,6452,0.24
88,23,2148.28,25429.2,6746,0.24
88,24,2321.65,27481.3,7039,0.24
88,25,2440.19,28884.5,7332,0.24
88,26,2534.44,30000.1,7626,0.24
88,27,2647.98,31344.1,7919,0.24
88,28,2706.32,32034.7,8212,0.24
88,29,2836.39,33574.3,8505,0.24
89,0,0.0,0.0,0,0.164
89,1,62.09,322.7,182,0.164
89,2,169.88,882.8,363,0.164
89,3,269.35,1399.8,545,0.164
89,4,447.9,2327.7,726,0.164
89,5,476.58,2476.7,908,0.164
89,6,634.65,3298.1,1089,0.164
89,7,722.85,3756.5,1271,0.164
89,8,832.15,4324.6,1452,0.164
89,9,980.55,5095.7,1634,0.164
89,10,1030.89,5357.4,1815,0.164
89,11,1166.79,6063.6,1997,0.164
89,12,1253.98,6516.7,2178,0.164
89,13,1352.69,7029.7,2360,0.164
89,14,1530.66,7954.6,2541,0.164
89,15,1522.82,7913.9,2723,0.164
89,16,1709.14,8882.1,2904,0.164
89,17,1794.56,9326.0,3086,0.164
89,18,1864.89,9691.5,3267,0.164
89,19,2032.56,10562.9,3449,0.164
89,20,2032.64,10563.3,3630,0.164
89,21,2176.83,11312.6,3812,0.164
89,22,2260.64,11748.2,3993,0.164
89,23,2413.66,12543.4,4175,0.164
89,24,2472.31,12848.2,4356,0.164
89,25,2623.1,13631.8,4538,0.164
89,26,2708.91,14077.8,4719,0.164
89,27,2804.53,14574.7,4901,0.164
89,28,2934.98,15252.6,5082,0.164
89,29,3019.66,15692.7,5264,0.164
90,0,0.0,0.0,0,0.166
90,1,213.34,2636.1,322,0.166
90,2,243.98,3014.7,644,0.166
90,3,321.36,3970.8,966,0.166
90,4,491.92,6078.3,1288,0.166
90,5,608.46,7518.4,1610,0.166
90,6,800.56,9892.0,1932,0.166
90,7,914.72,11302.6,2254,0.166
90,8,1046.32,12928.8,2576,0.166
90,9,1152.56,14241.5,2898,0.166
90,10,1284.57,15872.7,3220,0.166
90,11,1411.12,17436.4,3543,0.166
90,12,1549.11,19141.4,3865,0.166
90,13,1705.9,21078.8,4187,0.166
90,14,1820.21,22491.3,4509,0.166
90,15,1954.43,24149.8,4831,0.166
90,16,2083.71,25747.2,5153,0.166
90,17,2224.55,27487.5,5475,0.166
90,18,2335.96,28864.1,5797,0.166
90,19,2467.37,30487.9,6119,0.166
90,20,2621.57,32393.2,6441,0.166
90,21,2695.25,33303.6,6763,0.166
90,22,2818.82,34830.6,7085,0.166
90,23,2938.21,36305.8,7407,0.166
90,24,3108.57,38410.8,7729,0.166
90,25,3176.77,39253.5,8051,0.166
90,26,3375.54,41709.6,8373,0.166
90,27,3487.69,43095.4,8695,0.166
90,28,3654.3,45154.1,9017,0.166
90,29,3729.4,46082.1,9339,0.166
91,0,0.0,0.0,0,0.11
91,1,155.5,1534.8,279,0.11
91,2,285.16,2814.6,557,0.11
91,3,345.09,3406.1,836,0.11
91,4,492.78,4863.8,1114,0.11
91,5,617.99,6099.7,1393,0.11
91,6,742.2,7325.7,1672,0.11
91,7,844.95,8339.8,1950,0.11
91,8,1013.1,9999.5,2229,0.11
91,9,1039.8,10263.0,2507,0.11
91,10,1205.69,11900.3,2786,0.11
91,11,1353.59,13360.2,3065,0.11
91,12,1475.7,14565.4,3343,0.11
91,13,1624.4,16033.1,3622,0.11
91,14,1741.6,17189.8,3900,0.11
91,15,1818.92,17953.0,4179,0.11
91,16,1988.31,19625.0,4458,0.11
91,17,2049.73,20231.1,4736,0.11
91,18,2220.91,21920.7,5015,0.11
91,19,2369.13,23383.7,5294,0.11
91,20,2473.09,24409.8,5572,0.11
91,21,2561.65,25283.9,5851,0.11
91,22,2670.36,26356.8,6129,0.11
91,23,2756.28,27205.0,6408,0.11
91,24,2933.29,28952.0,6687,0.11
91,25,3012.35,29732.4,6965,0.11
91,26,3143.84,31030.2,7244,0.11
91,27,3253.75,32115.0,7522,0.11
91,28,3397.49,33533.8,7801,0.11
91,29,3532.29,34864.3,8080,0.11
92,0,8.21,107.8,0,0.176
92,1,128.29,1684.7,240,0.176
92,2,324.69,4263.8,480,0.176
92,3,432.67,5681.8,720,0.176
92,4,561.59,7374.7,960,0.176
92,5,738.32,9695.5,1200,0.176
92,6,936.74,12301.2,1440,0.176
92,7,1034.2,13580.9,1680,0.176
92,8,1159.56,15227.2,1920,0.176
92,9,1270.93,16689.7,2160,0.176
92,10,1456.48,19126.2,2400,0.176
92,11,1616.42,21226.5,2640,0.176
92,12,1744.05,22902.5,2880,0.176
92,13,1852.02,24320.4,3120,0.176
92,14,2022.77,26562.7,3360,0.176
92,15,2238.23,29392.0,3600,0.176
92,16,2383.92,31305.2,3840,0.176
92,17,2460.61,32312.3,4080,0.176
92,18,2653.7,34847.9,4320,0.176
92,19,2744.46,36039.8,4560,0.176
92,20,2968.26,38978.6,4800,0.176
92,21,3079.79,40443.2,5040,0.176
92,22,3247.23,42642.0,5280,0.176
92,23,3313.59,43513.5,5520,0.176
92,24,3531.68,46377.4,5760,0.176
92,25,3657.43,48028.7,6000,0.176
92,26,3829.52,50288.6,6240,0.176
92,27,3977.72,52234.7,6480,0.176
92,28,4098.55,53821.4,6720,0.176
92,29,4224.86,55480.1,6960,0.176
93,0,23.39,340.3,0,0.286
93,1,38.85,565.1,5,0.286
93,2,55.13,801.9,10,0.286
93,3,94.36,1372.6,15,0.286
93,4,118.31,1720.9,21,0.286
93,5,187.97,2734.3,26,0.286
93,6,277.01,4029.5,31,0.286
93,7,289.92,4217.3,36,0.286
93,8,309.35,4499.9,41,0.286
93,9,390.04,5673.7,46,0.286
93,10,381.58,5550.6,52,0.286
93,11,450.07,6546.9,57,0.286
93,12,482.48,7018.3,62,0.286
93,13,551.89,8028.1,67,0.286
93,14,521.86,7591.1,72,0.286
93,15,584.32,8499.8,77,0.286
93,16,601.34,8747.3,83,0.286
93,17,683.35,9940.3,88,0.286
93,18,768.14,11173.6,93,0.286
93,19,757.29,11015.8,98,0.286
93,20,797.79,11604.9,103,0.286
93,21,879.91,12799.6,108,0.286
93,22,926.47,13476.8,114,0.286
93,23,932.42,13563.3,119,0.286
93,24,996.27,14492.1,124,0.286
93,25,984.08,14314.7,129,0.286
93,26,1098.38,15977.4,134,0.286
93,27,1162.16,16905.2,139,0.286
93,28,1153.99,16786.3,145,0.286
93,29,1116.48,16240.7,150,0.286
94,0,0.0,0.0,0,0.112
94,1,93.76,1336.8,149,0.112
94,2,138.1,1969.0,299,0.112
94,3,264.28,3768.1,448,0.112
94,4,319.13,4550.1,598,0.112
94,5,355.66,5071.0,747,0.112
94,6,453.19,6461.6,897,0.112
94,7,500.78,7140.1,1046,0.112
94,8,597.49,8519.0,1196,0.112
94,9,661.7,9434.5,1345,0.112
94,10,788.95,11248.8,1495,0.112
94,11,892.56,12726.1,1644,0.112
94,12,861.52,12283.4,1794,0.112
94,13,922.13,13147.6,1943,0.112
94,14,1047.84,14940.0,2093,0.112
94,15,1085.01,15470.0,2242,0.112
94,16,1207.32,17213.9,2392,0.112
94,17,1303.78,18589.1,2541,0.112
94,18,1401.5,19982.5,2691,0.112
94,19,1438.09,20504.2,2840,0.112
94,20,1501.63,21410.0,2990,0.112
94,21,1523.44,21721.1,3139,0.112
94,22,1658.95,23653.1,3289,0.112
94,23,1735.67,24747.1,3438,0.112
94,24,1828.08,26064.5,3588,0.112
94,25,1863.02,26562.8,3737,0.112
94,26,1946.6,27754.4,3887,0.112
94,27,1990.68,28382.9,4036,0.112
94,28,2041.65,29109.7,4186,0.112
94,29,2152.51,30690.2,4335,0.112
95,0,0.0,0.0,0,0.155
95,1,83.22,1172.8,71,0.155
95,2,130.7,1841.9,142,0.155
95,3,203.22,2863.9,213,0.155
